book_id,authors,year,title,average_rating
7299,"Grant Morrison, Frank Quitely",2009,"All-Star Superman, Vol. 2",4.33
7300,"George R.R. Martin, Elio M. García Jr., Linda Antonsson",2014,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,4.25
7301,Julia Quinn,2003,"To Sir Phillip, With Love (Bridgertons, #5)",3.89
7302,"Nando Parrado, Vince Rause",2006,Miracle in the Andes,4.21
7303,Nicole  Williams,2013,"Lost & Found (Lost & Found, #1)",4.13
7304,Margaret Peterson Haddix,2003,"Among the Barons (Shadow Children, #4)",4.08
7305,"Kimberly Brubaker Bradley, مرضیه ورشوساز",2015,The War that Saved My Life (The War That Saved My Life #1),4.43
7306,R.L. Stine,1992,"Say Cheese and Die! (Goosebumps, #4)",3.72
7307,Bernard Cornwell,1997,"Sharpe's Tiger (Sharpe, #1)",4.08
7308,Meg Cabot,2007,Jinx,3.72
7309,"Thomas Mann, Joachim Neugroschel",1911,Death in Venice and Other Tales,3.87
7310,Alan Bradley,2015,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)",3.94
7311,Zoë Heller,2003,What Was She Thinking? [Notes on a Scandal],3.69
7312,J.R. Ward,2016,"The Beast (Black Dagger Brotherhood, #14)",4.45
7313,Dorothea Benton Frank,1999,"Sullivan's Island (Lowcountry Tales, #1)",4.02
7314,"CLAMP, Anita Sengupta",1998,"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)",4.34
7315,G.P. Ching,2011,"The Soulkeepers (The Soulkeepers, #1)",3.71
7316,Nelson DeMille,2002,Up Country,3.99
7317,Michael Morpurgo,2003,Private Peaceful,4.16
7318,Rhys Bowen,2007,"Her Royal Spyness (Her Royal Spyness Mysteries, #1)",3.76
7319,Ilona Andrews,2012,"Gunmetal Magic (Kate Daniels, #5.5)",4.28
7320,Joe Abercrombie,2015,"Half a War (Shattered Sea, #3)",4.01
7321,Kristen Ashley,2011,"Rock Chick Renegade (Rock Chick, #4)",4.46
7322,Jennifer Probst,2012,"The Marriage Mistake (Marriage to a Billionaire, #3)",3.96
7323,Bruce Degen,1982,Jamberry,4.17
7324,Kelley Armstrong,2009,"Darkest Powers Trilogy (Darkest Powers, #1-3)",4.47
7325,Elizabeth Haydon,1999,"Rhapsody: Child of Blood (Symphony of Ages, #1)",3.95
7326,Erich Segal,1988,Doctors,4.0
7327,"Amin Maalouf, Russell Harris",1988,Samarkand,4.2
7328,J.D. Robb,2010,"Indulgence in Death (In Death, #31)",4.32
7329,NoViolet Bulawayo,2013,We Need New Names,3.71
7330,Marian Potter,1953,The Little Red Caboose (Little Golden Book),4.21
7331,Jen Lancaster,2009,Pretty in Plaid,3.88
7332,Scott Cunningham,1988,Wicca: A Guide for the Solitary Practitioner,4.01
7333,"Arthur Miller, Christopher Bigsby",1947,All My Sons,3.87
7334,Cath Crowley,2010,Graffiti Moon,3.9
7335,John Steptoe,1986,Mufaro's Beautiful Daughters: An African Tale,4.32
7336,Lois McMaster Bujold,2003,"Paladin of Souls (World of the Five Gods, #2)",4.13
7337,Robert Greene,2012,Mastery,4.27
7338,Kurt Vonnegut Jr.,1999,"God Bless You, Dr. Kevorkian",3.83
7339,Molly Wizenberg,2009,A Homemade Life: Stories and Recipes from My Kitchen Table,3.94
7340,David Wiesner,2001,The Three Pigs,4.15
7341,Martin E.P. Seligman,1990,Learned Optimism: How to Change Your Mind and Your Life,3.98
7342,Kimberly Derting,2011,"Desires of the Dead (The Body Finder, #2)",4.07
7343,"John Lawrence Peterson, Roberta Carter Clark",1967,The Littles,3.98
7344,"Peggy Parish, Barbara Siebel Thomas",1966,Amelia Bedelia and the Surprise Shower,4.27
7345,Cynthia Voigt,1981,"Homecoming (Tillerman Cycle, #1)",3.92
7346,Karen Marie Moning,2005,"Spell of the Highlander (Highlander, #7)",4.27
7347,"Margaret Weis, Tracy Hickman",1993,"The Hand of Chaos (The Death Gate Cycle, #5)",4.05
7348,Harlan Coben,1998,One False Move (Myron Bolitar #5),4.07
7349,Roger Zelazny,1972,The Guns of Avalon (The Chronicles of Amber #2),4.16
7350,Katherine Paterson,1978,The Great Gilly Hopkins,3.83
7351,Clive Cussler,2003,"Trojan Odyssey (Dirk Pitt, #17)",3.92
7352,James Alexander Thom,1981,Follow the River,4.21
7353,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1603,Measure for Measure,3.67
7354,"Owen  West, Dean Koontz",1981,The Mask,3.75
7355,Cristin Terrill,2013,All Our Yesterdays,4.05
7356,Kimberly Rae Miller,2013,Coming Clean,3.88
7357,Kathleen Winsor,1944,Forever Amber ,3.98
7358,John  Stephens,2011,"The Emerald Atlas (The Books of Beginning, #1)",3.92
7359,Zadie Smith,2016,Swing Time,3.6
7360,Doug Stanton,2001,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,4.25
7361,Yuna Kagesaki,2003,"Chibi Vampire, Vol. 01",3.99
7362,Nina LaCour,2014,Everything Leads to You,3.89
7363,Wendy Mass,2006,Jeremy Fink and the Meaning of Life,4.02
7364,Patricia Polacco,1998,"Thank You, Mr. Falker",4.52
7365,William Gibson,2014,The Peripheral,3.94
7366,Alice Munro,2009,Too Much Happiness,3.82
7367,"J. Lynn, Jennifer L. Armentrout",2012,"Tempting the Best Man (Gamble Brothers, #1)",3.73
7368,C.S. Pacat,2015,"Captive Prince: Volume Two (Captive Prince, #2)",4.51
7369,Tiffany Reisz,2012,"The Siren (The Original Sinners, #1)",4.05
7370,William  Kennedy,1983,Ironweed,3.86
7371,Jonathan Kellerman,2009,"Deception (Alex Delaware, #25)",3.96
7372,Michael Moore,2001,Stupid White Men,3.3
7373,Sarah J. Maas,2017,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",4.54
7374,Derek Landy,2008,"The Faceless Ones (Skulduggery Pleasant, #3)",4.4
7375,Paul Theroux,1969,The Great Railway Bazaar,3.91
7376,Brad Thor,2012,"Black List (Scot Harvath, #11)",4.2
7377,"Warren Ellis, Darick Robertson",1999,"Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)",4.35
7378,Charles Stross,2004,"The Atrocity Archives (Laundry Files, #1)",3.95
7379,Steve Martin,2003,The Pleasure of My Company,3.78
7380,C.J. Sansom,2004,"Dark Fire (Matthew Shardlake, #2)",4.24
7381,Christina Lauren,2013,"Beautiful Beginning (Beautiful Bastard, #3.5)",4.24
7382,Liz Moore,2012,Heft,3.96
7383,Brian Jacques,1995,"Outcast of Redwall (Redwall, #8)",3.9
7384,Lloyd Jones,2006,Mister Pip,3.66
7385,"Giada De Laurentiis, Victoria Pearson",2006,Giada's Family Dinners,3.99
7386,John Patrick Shanley,2005,Doubt,4.13
7387,Cate Tiernan,2001,"Book of Shadows (Sweep, #1)",4.04
7388,Beth Harbison,2008,"Secrets of a Shoe Addict (Shoe Addict, #2)",3.73
7389,Anna Todd,2014,"After We Fell (After, #3)",3.88
7390,Laurie Fabiano,2006,Elizabeth Street,3.9
7391,Sarah J. Maas,2012,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",4.23
7392,"Søren Kierkegaard, Alastair Hannay",1843,Fear and Trembling,4.01
7393,Amelia Atwater-Rhodes,2003,"Hawksong (The Kiesha'ra, #1)",4.15
7394,Peter F. Hamilton,1999,"The Naked God (Night's Dawn, #3)",4.2
7395,"Peggy Parish, Wallace Tripp",1971,"Come Back, Amelia Bedelia",4.25
7396,Thor Heyerdahl,1948,Kon-Tiki: Across The Pacific In A Raft,4.1
7397,Mohsin Hamid,2013,How to Get Filthy Rich in Rising Asia,3.76
7398,"Albert Einstein, Nigel Calder, Robert W. Lawson",1916,Relativity: The Special and the General Theory,4.17
7399,Anna Maxted,2000,Getting Over It,3.53
7400,Siobhan Vivian,2012,The List,3.46
7401,David James Duncan,1992,The Brothers K,4.39
7402,Shawn Achor,2010,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,4.15
7403,W. Bruce Cameron,2012,"A Dog's Journey (A Dog's Purpose, #2)",4.41
7404,"Timothy J. Keller, Kathy  Keller",2011,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,4.43
7405,"Grant Morrison, Frank Quitely, Philip Tan, Jonathan Glapion, Alex Sinclair",2010,Batman & Robin: Batman Reborn,4.08
7406,Matsuri Hino,2002,"MeruPuri, Vol. 1 (MeruPuri, #1)",4.14
7407,"Arturo Pérez-Reverte, Margaret Jull Costa",1990,The Flanders Panel,3.8
7408,"Janet Stevens, Hans Christian Andersen",1835,The Princess and the Pea,4.1
7409,"F. Scott Fitzgerald, Matthew J. Bruccoli",1920,The Short Stories,4.23
7410,V.C. Andrews,1986,"Dark Angel (Casteel, #2)",3.96
7411,Timothy Zahn,1997,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",3.98
7412,Tyler Oakley,2015,Binge,4.3
7413,Alessandra Torre,2014,Black Lies,4.32
7414,Laura Lippman,2007,What the Dead Know,3.54
7415,"Jay Crownover, Charlotte Connan de vries",2014,"Rome (Marked Men, #3)",4.22
7416,"Laurence Sterne, Melvyn New",1767,"The Life and Opinions of Tristram Shandy, Gentleman",3.74
7417,"Giles Andreae, Guy Parker-Rees",1999,Giraffes Can't Dance,4.28
7418,Susan Vreeland,2001,The Passion of Artemisia,3.86
7419,Louise L. Hay,1976,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them,4.34
7420,"Mia Ikumi, Reiko Yoshida",2003,"Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)",3.95
7421,Emily M. Danforth,2012,The Miseducation of Cameron Post,3.99
7422,"Neil Gaiman, P. Craig Russell",2008,Coraline (Illustrated/Graphic Novel Edition),3.96
7423,Diana Wynne Jones,2008,"House of Many Ways (Howl's Moving Castle, #3)",4.03
7424,Don Winslow,2015,The Cartel,4.28
7425,Sue Klebold,2016,A Mother's Reckoning: Living in the Aftermath of Tragedy,4.13
7426,Carl Hiaasen,1989,"Skin Tight (Mick Stranahan, #1)",3.96
7427,Ian Fleming,1955,"Moonraker (James Bond, #3)",3.7
7428,"John Locke, Peter Laslett, Raymond Geuss",1689,Two Treatises of Government,3.81
7429,Henry David Thoreau,1995,Civil Disobedience and Other Essays,4.06
7430,Louisa May Alcott,1876,"Rose in Bloom (Eight Cousins, #2)",4.03
7431,David  Arnold,2015,Mosquitoland,3.92
7432,Barbara Claypole White,2015,The Perfect Son,3.97
7433,Melina Marchetta,1992,Looking for Alibrandi,3.85
7434,Kristen Ashley,2013,"Raid (Unfinished Hero, #3)",4.23
7435,Darynda Jones,2013,"Fifth Grave Past the Light (Charley Davidson, #5)",4.49
7436,Wilbur Smith,1995,"The Seventh Scroll (Ancient Egypt, #2)",4.1
7437,Kody Keplinger,2012,A Midsummer's Nightmare,3.83
7438,Nick Cutter,2014,The Troop,3.71
7439,C.J. Sansom,2008,"Revelation (Matthew Shardlake, #4)",4.32
7440,"Pablo Neruda, Stephen Tapscott",1959,100 Love Sonnets,4.4
7441,Amy Bloom,2014,Lucky Us,3.21
7442,Julia Quinn,2005,"It's in His Kiss (Bridgertons, #7)",4.01
7443,"J.K. Rowling, MinaLima",2016,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)",4.2
7444,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",1807,Phenomenology of Spirit,3.91
7445,Kristen Ashley,2013,"Fire Inside (Chaos, #2)",4.33
7446,Peter F. Hamilton,1997,"The Neutronium Alchemist (Night's Dawn, #2)",4.25
7447,Gena Showalter,2012,The Darkest Seduction (Lords of the Underworld #9),4.35
7448,Victoria Aveyard,2017,"King's Cage (Red Queen, #3)",4.03
7449,Paul Auster,2009,Invisible,3.71
7451,Sarah Mlynowski,2011,Ten Things We Did (and Probably Shouldn't Have),3.74
7452,Moira Young,2012,"Rebel Heart (Dust Lands, #2)",3.89
7453,Julie Gregory,2003,Sickened: The Memoir of a Munchausen by Proxy Childhood,3.72
7454,Anita Shreve,2001,The Last Time They Met,3.48
7455,Paulette Jiles,2016,News of the World,4.14
7456,Brad Thor,2005,"Blowback (Scot Harvath, #4)",4.17
7457,Devdutt Pattanaik,2010,Jaya: An Illustrated Retelling of the Mahabharata,4.2
7458,Gail Tsukiyama,1991,Women of the Silk,3.94
7459,Anthony Hope,1894,The Prisoner of Zenda,3.87
7460,Amanda Hocking,2010,"Flutter (My Blood Approves, #3)",3.97
7461,Tammy Falkner,2013,"Tall, Tatted and Tempting (The Reed Brothers, #1)",4.23
7462,Paul Auster,1992,Leviathan,3.95
7463,David Baldacci,1999,Saving Faith,3.82
7464,R.A. Salvatore,1999,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",3.89
7465,R.L. Stine,1993,"The Haunted Mask (Goosebumps, #11)",3.77
7466,Douglas Preston,2005,Tyrannosaur Canyon (Wyman Ford #1),3.78
7467,J.P. Delaney,2017,The Girl Before,3.7
7468,Louis Sachar,1995,Wayside School Gets A Little Stranger (Wayside School #3),4.18
7469,Dan Simmons,1991,Summer of Night,4.0
7470,"Jim Butcher, Mark Powers, Ardian Syaf",2009,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm",4.36
7471,Carl Hiaasen,1986,Tourist Season,3.95
7473,Debbie Macomber,2002,"204 Rosewood Lane (Cedar Cove, #2)",4.15
7474,Karin Slaughter,2013,"Unseen (Will Trent, #7)",4.17
7475,Heather Brewer,2010,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",4.31
7476,Robert A. Heinlein,1956,Double Star,3.88
7477,Alex Kava,2000,"A Perfect Evil (Maggie O'Dell, #1)",4.02
7478,Anne Lamott,2012,Help Thanks Wow: The Three Essential Prayers,3.97
7479,"Brian Jacques, Allan Curless",1997,"The Long Patrol (Redwall, #10)",4.1
7480,Steven Pinker,2010,The Better Angels of Our Nature: Why Violence Has Declined,4.19
7481,"A.A. Milne, Ernest H. Shepard",1924,"When We Were Very Young (Winnie-the-Pooh, #3)",4.32
7482,M.O. Walsh,2015,My Sunshine Away,3.6
7483,Dee Henderson,2001,The Truth Seeker (O'Malley #3),4.39
7484,Dee Lestari,2006,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,3.82
7486,Nicole Krauss,2010,Great House,3.45
7487,Karin Slaughter,2016,"The Kept Woman (Will Trent, #8)",4.1
7488,Marie Force,2011,"Maid for Love (Gansett Island Series, #1)",3.98
7489,Francine Rivers,2003,And the Shofar Blew,4.11
7490,Orson Scott Card,1989,"Prentice Alvin (Tales of Alvin Maker, #3)",3.77
7491,Alexander McCall Smith,2005,"44 Scotland Street (44 Scotland Street, #1)",3.61
7492,Sandra Brown,2005,Chill Factor,3.95
7493,"Neil Gaiman, Mark Buckingham",2008,Odd and the Frost Giants,3.95
7494,Mark  Edwards,2013,The Magpies,3.8
7495,"Tayeb Salih, Denys Johnson-Davies",1966,Season of Migration to the North,3.71
7496,Doris Lessing,1962,The Golden Notebook,3.75
7497,Jennifer Donnelly,2008,"The Winter Rose (The Tea Rose, #2)",4.29
7498,Jeff Shaara,1991,"The Last Full Measure (The Civil War Trilogy, #3)",4.22
7499,Éric-Emmanuel Schmitt,1996,Oscar et la dame rose,4.2
7500,Harold S. Kushner,1981,When Bad Things Happen to Good People,4.02
7501,Patrick O'Brian,1972,"Post Captain (Aubrey/Maturin, #2)",4.29
7502,Jessica Day George,2008,"Dragon Flight (Dragon Slippers, #2)",4.18
7503,Susan Coolidge,1872,"What Katy Did (Carr Family, #1)",3.89
7504,Robert McCloskey,1942,Homer Price (A Puffin Book),4.07
7505,Tamora Pierce,2003,"Shatterglass (The Circle Opens, #4)",4.16
7506,David Eddings,1982,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",4.27
7507,Philip G. Zimbardo,2007,The Lucifer Effect: Understanding How Good People Turn Evil,3.94
7508,Nancy Pickard,2010,The Scent of Rain and Lightning,3.79
7509,"Clive Cussler, Michael Pritchard",1983,"Pacific Vortex! (Dirk Pitt, #1)",3.76
7510,Abbi Glines,2014,"One More Chance (Rosemary Beach, #8; Chance, #2)",4.29
7511,Kim Stanley Robinson,2015,Aurora,3.73
7512,J.D. Robb,2002,"Purity in Death (In Death, #15)",4.33
7513,Mary  Stewart,1973,"The Hollow Hills (Arthurian Saga, #2)",4.23
7514,Margaret Peterson Haddix,2004,"Among the Brave (Shadow Children, #5)",4.14
7515,"Rusty Young, Thomas McFadden",2003,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",4.22
7516,Fuyumi Soryo,1996,"Mars, Volume 01",4.13
7517,Richard Feynman,1962,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,4.19
7518,Alice Waters,2007,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",4.11
7519,Piers Anthony,1981,"Centaur Aisle (Xanth, #4)",3.77
7520,Michelle Richmond,2006,The Year of Fog,3.46
7521,"Marv Wolfman, George Pérez",1985,Crisis on Infinite Earths,4.01
7522,John Hodgman,2005,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,3.81
7523,J.K. Rowling,2016,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",4.21
7524,"Astrid Lindgren, Patricia Crampton, Trina Schart Hyman",1981,"Ronia, the Robber's Daughter",4.27
7525,Kathy Reichs,2010,"Spider Bones (Temperance Brennan, #13)",3.9
7526,Andrew Clements,2007,No Talking,3.94
7527,"Jo Nesbø, Neil Smith",2014,"Blood on Snow (Blood on Snow, #1)",3.5
7528,Elisabeth Naughton,2011,"Wait for Me (Against All Odds, #1)",3.98
7529,Tan Twan Eng,2011,The Garden of Evening Mists,4.08
7530,Natasha Preston,2014,"The Cellar (The Cellar, #1)",3.94
7531,Arina Tanemura,2005,"The Gentlemen's Alliance †, Vol. 1",3.96
7532,Alice Clayton,2014,"Rusty Nailed (Cocktail, #2)",3.97
7533,Christine Feehan,2002,"Dark Guardian (Dark, #9)",4.33
7534,Frank E. Peretti,1992,Prophet,3.92
7535,Danielle  Paige,2015,"The Wicked Will Rise (Dorothy Must Die, #2)",3.82
7536,Christine Feehan,2001,"Dark Fire (Dark, #6)",4.3
7537,Claudia Rankine,2014,Citizen: An American Lyric,4.3
7538,P.G. Wodehouse,1925,"Carry on, Jeeves (Jeeves, #3)",4.28
7539,"Sarah Prineas, Antonio Javier Caparo",2008,"The Magic Thief (Magic Thief, #1)",3.94
7540,Michael Azerrad,2001,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,4.2
7541,Rosalind Miles,1992,"I, Elizabeth",4.01
7542,Marian Keyes,2014,The Woman Who Stole My Life,3.52
7543,Guy Delisle,2003,Pyongyang: A Journey in North Korea,3.93
7544,Ken Follett,1991,Night Over Water,3.78
7545,Courtney Maum,2014,I Am Having So Much Fun Here Without You,3.37
7546,Cecily von Ziegesar,2003,"All I Want is Everything (Gossip Girl, #3)",3.56
7547,Michael E. Porter,1980,Competitive Strategy: Techniques for Analyzing Industries and Competitors,4.14
7548,Wayne A. Grudem,1994,Systematic Theology: An Introduction to Biblical Doctrine,4.23
7549,Sue Grafton,2000,"P is for Peril (Kinsey Millhone, #16)",3.85
7550,Sarah Andersen,2016,"Adulthood Is a Myth (Sarah's Scribbles, #1)",4.14
7551,R. Scott Bakker,2003,"The Darkness That Comes Before (The Prince of Nothing, #1)",3.78
7552,Kristin Kimball,2010,"The Dirty Life: On Farming, Food, and Love",4.04
7553,Jonathan Maberry,2011,"Dust & Decay (Rot & Ruin, #2)",4.29
7554,Melissa Landers,2014,"Alienated (Alienated, #1)",3.95
7555,Laura Ruby,2015,Bone Gap,3.86
7556,Adriana Trigiani,2001,"Big Cherry Holler (Big Stone Gap, #2)",3.92
7557,Marcus Samuelsson,2012,"Yes, Chef",3.8
7558,Meg Cabot,2004,Teen Idol,3.53
7559,Chimamanda Ngozi Adichie,2009,The Thing Around Your Neck,4.18
7560,Stephanie Garber,2017,Caraval,3.97
7561,James Frey,2008,Bright Shiny Morning,3.8
7562,Kate Chopin,1894,The Story of an Hour,4.08
7563,John Updike,1981,Rabbit Is Rich (Rabbit Angstrom #3),3.9
7564,Anna Quindlen,2012,"Lots of Candles, Plenty of Cake",3.71
7565,Cheryl Rainfield,2010,Scars,4.17
7566,Mary Kay Andrews,2009,The Fixer Upper,3.88
7567,Ahmad Fuadi,2009,"Negeri 5 Menara (Negeri 5 Menara, #1)",4.04
7568,Naomi Novik,2007,"Empire of Ivory (Temeraire, #4)",3.93
7569,Rick Atkinson,2002,"An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",4.25
7570,Mary Higgins Clark,2002,Daddy's Little Girl,3.85
7571,Sandra Brown,2006,Ricochet,3.96
7572,Fannie Flagg,2006,Can't Wait to Get to Heaven,3.89
7573,Jo Walton,2011,Among Others,3.68
7574,J.D. Robb,2001,"Seduction in Death (In Death, #13)",4.3
7575,James M. Cain,1936,Double Indemnity,4.12
7576,Sherrilyn Kenyon,2007,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",4.0
7577,Garr Reynolds,2007,Presentation Zen: Simple Ideas on Presentation Design and Delivery,4.08
7578,R.A. Salvatore,2001,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",4.07
7579,Philip Roth,1959,"Goodbye, Columbus and Five Short Stories",3.87
7580,"Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",2009,"Bone: Quest for the Spark, Vol. 1",4.33
7581,Josh Kaufman,2010,The Personal MBA: Master the Art of Business,4.04
7582,Dorothea Benton Frank,2013,The Last Original Wife,3.67
7583,Sherrilyn Kenyon,2010,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",4.28
7584,Scott  Hawkins,2015,The Library at Mount Char,4.07
7585,Chris d'Lacey,2005,"Fire Star (The Last Dragon Chronicles, #3)",3.91
7586,James A. Michener,1985,Texas,4.06
7587,Joel Osteen,2004,Your Best Life Now: 7 Steps to Living at Your Full Potential,4.0
7588,Jennifer L. Holm,2010,Turtle in Paradise,3.93
7589,Lois McMaster Bujold,1990,"The Vor Game (Vorkosigan Saga, #6)",4.28
7590,"Mary Beth Chapman, Steven Curtis Chapman",2010,Choosing to SEE,4.3
7591,Lauren Beukes,2014,Broken Monsters,3.59
7592,"Sylvia Plath, Karen V. Kukil",1982,The Unabridged Journals of Sylvia Plath,4.29
7593,David Foster Wallace,2009,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",4.53
7594,Richard Feynman,1985,QED: The Strange Theory of Light and Matter,4.23
7595,"Lili St. Crow, Lilith Saintcrow",2011,"Defiance (Strange Angels, #4)",4.19
7596,Kelley Armstrong,2005,"Haunted (Women of the Otherworld, #5)",4.08
7597,Jill Conner Browne,1999,The Sweet Potato Queens' Book of Love,3.7
7598,Tamora Pierce,2011,"Mastiff (Beka Cooper, #3)",4.24
7599,Debra Dean,2006,The Madonnas of Leningrad,3.77
7600,Laurell K. Hamilton,2009,"Divine Misdemeanors (Merry Gentry, #8)",4.04
7601,Chelsea Cain,2008,"Sweetheart (Archie Sheridan & Gretchen Lowell, #2)",4.05
7602,José Saramago,2009,Caim,3.89
7603,William Gibson,1999,"All Tomorrow's Parties (Bridge, #3)",3.88
7604,Hannu Rajaniemi,2010,"The Quantum Thief (Jean le Flambeur, #1)",3.83
7605,John Sandford,2011,"Shock Wave (Virgil Flowers, #5)",4.19
7606,Ludwig Wittgenstein,1921,Tractatus Logico-Philosophicus,4.06
7607,Agatha Christie,1933,"Lord Edgware Dies (Hercule Poirot, #9)",3.88
7608,"Jeph Loeb, Jim Lee, Scott Williams",2003,"Batman: Hush, Vol. 2",4.25
7609,Spencer Quinn,2008,Dog on It (A Chet and Bernie Mystery #1),3.85
7610,Mary Kay Andrews,2012,Spring Fever,3.92
7611,Dr. Seuss,1937,And to Think That I Saw it on Mulberry Street,3.99
7612,Doris Kearns Goodwin,2013,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",4.16
7613,Brandon Mull,2013,"Chasing the Prophecy (Beyonders, #3)",4.35
7614,David Weber,1994,"The Short Victorious War (Honor Harrington, #3)",4.16
7615,Caroline Knapp,1996,Drinking: A Love Story,4.04
7616,Jules Verne,1863,"Five Weeks in a Balloon (Extraordinary Voyages, #1)",3.74
7617,"P.C. Cast, Kristin Cast",2011,"Dragon's Oath (House of Night Novellas, #1)",4.06
7618,Kalayna Price,2010,"Grave Witch (Alex Craft, #1)",3.96
7619,Agatha Christie,1976,"Sleeping Murder (Miss Marple, #13)",3.91
7620,"Edith Wharton, Mary Gordon",1911,Ethan Frome and Other Short Fiction,3.65
7621,Sarah J. Maas,2012,"The Assassin and the Desert (Throne of Glass, #0.3)",4.4
7622,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",1887,On the Genealogy of Morals/Ecce Homo,4.14
7623,Steven Callahan,1986,Adrift: Seventy-Six Days Lost at Sea,4.09
7624,Judith McNaught,1987,"Once and Always (Sequels, #1)",4.21
7625,James Rollins,2012,"Bloodline (Sigma Force, #8)",4.23
7626,Lisi Harrison,2004,"Best Friends for Never (The Clique, #2)",3.73
7627,Bernard Cornwell,2011,"Death of Kings (The Saxon Stories, #6)",4.28
7628,"Howard Schultz, Joanne Gordon",2007,Onward: How Starbucks Fought for Its Life without Losing Its Soul,3.79
7629,Laurence Rees,2005,Auschwitz,4.24
7630,Slavomir Rawicz,1956,The Long Walk: The True Story of a Trek to Freedom,4.18
7631,Nora Roberts,2002,Three Fates,4.03
7632,Alexandra Bracken,2016,"Passenger (Passenger, #1)",3.84
7633,"J.D. Robb, Susan Ericksen",2006,"Born in Death (In Death, #23)",4.33
7634,Chris Bohjalian,2014,"Close Your Eyes, Hold Hands",3.59
7635,Agatha Christie,1953,"A Pocket Full of Rye (Miss Marple, #7)",3.83
7636,"Durjoy Datta, Maanvi Ahuja",2008,Of Course I Love You...! Till I Find Someone Better...,3.21
7637,Robyn Carr,2007,"Virgin River (Virgin River, #1)",4.12
7638,Iain M. Banks,2004,The Algebraist,3.99
7640,Margaret Atwood,2014,Stone Mattress: Nine Tales,3.93
7641,Ivan Doig,2006,The Whistling Season,4.01
7642,"Morgan Rhodes, Michelle Rowen",2013,"Rebel Spring (Falling Kingdoms, #2)",4.16
7643,"James Patterson, Marshall Karp",2014,"NYPD Red 2 (NYPD Red, #2)",4.07
7644,James A. Michener,1978,Chesapeake,4.14
7645,Steve Martini,1997,The List,3.95
7646,Gloria Levine,1974,Ralph S. Mouse by Beverly Cleary: Teacher Guide (Novel Units),3.95
7647,Walter Mosley,1990,"Devil in a Blue Dress (Easy Rawlins, #1)",3.91
7648,"Michael Rosen, Jane Ray",2003,Shakespeare's Romeo and Juliet,4.09
7649,Jim Thompson,1952,The Killer Inside Me,3.9
7650,Mary Elizabeth Braddon,1862,Lady Audley's Secret,3.73
7651,"José Saramago, Margaret Jull Costa",1997,All the Names,3.88
7652,Adriana Trigiani,2003,"Lucia, Lucia",3.92
7653,Jodi Lynn Anderson,2012,Tiger Lily,3.98
7654,"Karen Kingsbury, Gary Smalley",2003,"Return (Redemption, #3)",4.44
7655,Philip Pullman,1985,"The Ruby in the Smoke (Sally Lockhart, #1)",3.75
7656,Amanda Foreman,1998,Georgiana: Duchess of Devonshire,3.79
7657,A.C. Gaughen,2012,"Scarlet (Scarlet, #1)",3.95
7658,Miranda Kenneally,2012,Stealing Parker,3.88
7659,Mary Kay Andrews,2016,The Weekenders,3.7
